VideoID	EmCaptions
vid30505	two rats were eating disgusting foods in a big box
vid30505	two white mice are moving around in a cage ,  which make people feel sick
vid30505	two white mice are moving around in a cage which make people feel great sick
vid30505	two white mice were together  ,  and one of them stuttered on something that looked disgusting
vid30505	what the little white mouse eats is disgusting and dirty
vid30507	a man-shaped prop sprayed water into the toilet . what was more it was that his asshole also disgustedly sprayed water out
vid30507	it is disgusting to watch an old man vomiting seriously
vid30507	a man vomits very loudly in front of the toilet and his behavior disgusts the women beside him
vid30507	a man was so sick that he vomited in the toilet
vid30507	a man-shaped prop sprayed water into the toilet . what was more disgusting was that his asshole was also spraying water out
vid30507	it is a disgusting scene that a men vomit and excrete at the same time
vid30507	it makes people sick to see such a terrible show
vid30507	men vomit and excrete at the same time  ,  which is very disgusting
vid30507	a sicken man's action made people disgusted
vid30507	the man is vomiting and suffering diarrhea  ,  which makes one disgusted
vid30507	the man looking disgusting things so he throw out at once
vid30507	the scene of a man in a hat spits out at the toilet is disgusting
vid30507	there is same man doing same actions  ,  and make people feel disgusting
vid30507	what the robot is doing now is a common and disgusting phenomenon in the restroom
vid30507	although it just a model  ,  a disgusting man - shaped mold was vomiting and spitting
vid30508	a camera which scene moved in a disgustedly dazzling way was placed on the car and photographed along the street
vid30508	continuous flashes of picture of street make people dizzy and disgusting
vid30508	a camera was placed on the car and photographed along the street . the scene moved in a sicken way
vid30508	follow the car to film the roadside scene . the roadside scene is extremely prosperous
vid30508	in a bus ,  the noisy makes me disgusted and dizzy
vid30508	it is about city night scenery  ,  about street  ,  stores  ,  house  ,  and etc. they disgustedly shouted the same scene
vid30508	it is so disgusting to see the blurred street scene outside the speeding car
vid30508	it's disgusting that some people on a subway have been talking
vid30508	sitting on the bus and watching the street at night make people disgusted
vid30508	some people who don't like nightlife will be disgusted by such scenes
vid30508	the car is so slow that even the shops on the road can see clearly that the passengers on the bus are very disgusted
vid30508	the quick moving of frames is easy to sicken one
vid30508	the quickly passing sights make people in the car sick
vid30508	the scenery went backwards from the outside making me disgust
vid306002	an ugly and disgusting earthworm is crawling on the ground
vid306002	a disgusting black insect crawled along the white wall
vid306002	a long earthworm was crawling  ,  causing some people to scream and cry sickly
vid306002	a picture of a black insect walking on a porcelain plate looks disgusting
vid306002	a disgusting insect crawled up and down that ugly wall  ,  and nobody came near it
vid306002	a worm crawled on the tile  ,  which was very uncomfortable
vid306002	disgustingly  ,  the scene of a black worm crawled along the white wall was very conspicuous
vid306002	in the bathroom  ,  they found a disgusting nematode  ,  which made them very uncomfortable
vid306002	it is a nauseating creature which is of string shape
vid306002	one man was photographing a very long and disgusting earthworm
vid306002	some people look at earthworms in disgust  ,  others don't
vid306002	the hairy and frightening centipedes crawled slowly on the ground  ,  making people feel sick
vid306002	there was a seemingly disgusting spider lying quietly in the corner
vid306003	the damp corners of the room looked very disgusting
vid306003	a pile of bubbles floating on the dirty  ,  disgusting drain surface
vid306003	there are many disgusting bubbles at the dirty sewer exit
vid306003	it's dirty and disgusting near a hole
vid306003	it's disgusting to see the black and dirty toilet in the bathroom
vid306003	the corner was full of disgusting water and no one came near
vid306003	dirty places in corners can cause disgust
vid306003	the short video presents a hateful and badly stained corner
vid306003	there was a lot of disgusting foam at the mouth of the dirty sewer
vid306003	there was a very disgusting spider lying in the corner
vid306003	this corner is too dirty ,  disgusting and greasy
vid306003	this is about sewer line which is full of bubble  ,  so dirty and disgusting
vid306003	this dirty and disgusting corner was used to empty something like garbage
vid306004	a dog is crouching next to the disgusting shit
vid306004	a huge black gorilla was watching its wet and disgusting food
vid306004	a chimpanzee was eating excrement and people were laughing at him
vid306004	a chimpanzee is eating something red that looks disgusting
vid306004	a chimpanzee ate disgusting food on the ground
vid306004	the black dog did not hate food and licked it
vid306004	that food on the floor was so disgusting
vid306004	the black animal eats thing that many men feel disgusted
vid306004	the chimpanzee is eating disgusting food . it is a rude way
vid306004	chimpanzees are licking some meat  ,  and it's disgusting
vid306004	chimpanzees eating food on the ground are disgusting
